,,Male,,,,,,,,,,Female,,,,,,,,,,Total Sex,,,,,,,,,
,,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma
NOC_YEAR,NOC_CODE,G1EA1,G1EA12,G1EA14,G1EA15,G1EA16,G1EA2,G1EA4,G1EA6,G1EA8,G1EA9,G2EA1,G2EA12,G2EA14,G2EA15,G2EA16,G2EA2,G2EA4,G2EA6,G2EA8,G2EA9,G3EA1,G3EA12,G3EA14,G3EA15,G3EA16,G3EA2,G3EA4,G3EA6,G3EA8,G3EA9
2016,6332,31426,31895,0,30016,0,32166,30411,29334,30623,33105,26909,26766,0,0,0,26980,26952,26398,29034,26325,28178,27759,0,27728,0,28835,27901,27124,29509,28100
2016,6341,23443,27618,0,0,0,19878,19622,25434,24490,22580,21459,23772,0,20470,0,17721,18215,23405,21454,21772,21823,25491,0,20470,0,18954,18350,23540,22119,21853
2016,6342,28446,0,0,0,0,28500,26820,30317,17316,0,25098,21619,0,0,0,26429,23545,22579,23913,24847,25438,23376,0,0,0,26798,24305,23950,23791,25239
2016,6343,15859,0,0,0,0,15864,22483,0,0,0,24930,0,0,0,0,0,0,0,0,0,21314,0,0,0,0,23951,22465,0,0,0
2016,6344,34389,47857,0,0,0,33609,31168,47340,36252,30703,31937,36866,0,0,0,0,26006,28425,0,35634,33164,37366,0,0,0,32050,29089,34847,31950,33727
2016,6345,38928,0,0,0,0,38333,42288,40261,27750,25184,28220,0,0,0,0,31140,34174,0,0,0,36106,33755,0,0,0,36009,39580,35781,23880,23206
2016,6346,59958,59571,0,0,0,0,0,59537,0,65082,53691,56281,0,0,0,0,38497,57129,0,52154,56613,58081,0,0,0,0,44866,57944,0,57310
2016,6411,64865,73960,0,68211,0,52210,59609,72057,67328,67920,51918,59062,0,50101,0,48137,50184,58065,51094,50784,60244,67431,49106,60873,0,49840,55980,65630,61217,61129
2016,6421,41243,46004,36387,47037,41245,39522,39200,44607,42377,42220,29220,31346,29220,30156,0,27806,28430,31442,28075,30069,34181,38339,30113,39094,41269,31504,32872,38017,36043,34900
2016,6511,20818,0,0,0,0,0,0,0,0,0,20182,19825,0,0,0,19938,19330,19792,0,22150,20228,20355,0,0,0,21079,19280,19808,0,22156
2016,6512,20408,20597,0,0,0,21959,19500,20364,17662,22682,18600,19531,0,0,0,18153,18340,19577,17438,19104,19230,19988,0,21914,0,19024,18716,19955,17491,20274
2016,6513,20010,21235,0,23185,0,19743,19036,21334,26000,20218,18826,18431,0,21375,0,18745,18472,18812,20029,19484,19113,19425,0,21710,0,18836,18574,19880,20634,19685
2016,6521,39481,41406,0,30793,0,0,35018,41031,0,41531,38435,37510,0,45449,0,34966,37555,38151,43195,39293,38654,39118,0,39158,0,31585,37209,39062,41163,39714
2016,6522,61530,64604,0,0,0,0,61706,59889,0,62496,51791,51989,0,53299,0,0,52786,52854,50733,50409,53163,54207,0,51185,0,0,54453,54262,50701,52562
2016,6523,50645,48600,0,0,0,36864,54241,49713,0,52084,41301,35282,0,0,0,31290,41903,35493,53703,48743,46052,42964,0,38448,0,31759,46925,41330,41646,48879
2016,6524,62066,0,0,0,0,0,62810,61647,0,62023,47796,0,0,0,0,0,47709,58561,0,42784,54727,61675,0,0,0,42658,57089,61573,62546,48417
2016,6525,32579,32160,0,0,0,28960,30408,33247,0,33494,29722,34633,0,0,0,24442,28394,35122,25476,29675,30783,33560,0,33185,0,26018,29381,34617,25522,30808
2016,6531,34109,36599,0,0,0,0,0,36599,0,0,31297,0,0,0,0,0,0,0,0,0,31960,36017,0,0,0,0,31246,36017,0,34055
2016,6532,32188,0,0,0,0,0,0,0,0,32187,21864,0,0,0,0,0,0,21882,0,0,26157,0,0,0,0,0,26128,21776,0,32168
2016,6533,48751,49146,0,0,0,43728,47894,50083,46798,50057,44059,48146,0,0,0,40572,42944,48778,45828,44569,46528,48932,0,0,0,41245,46088,49948,46081,46590
2016,6541,35050,34313,27943,33003,34847,32476,34626,33575,31091,38549,37914,41687,0,48653,0,31836,36122,39650,32377,39873,35552,35175,28342,33512,34866,32413,35040,34322,31474,38915
2016,6551,42911,43188,0,61612,0,40313,40444,45152,38370,41180,38472,38665,0,37623,0,38286,38614,39559,35474,38076,39414,40405,0,47430,0,39267,38977,41527,35607,38436
2016,6552,44431,46109,0,42923,33190,44189,42227,45972,46474,46347,40884,42555,0,39844,43613,38456,40600,42511,36643,41042,42073,43434,26965,40936,38305,39763,41309,43321,39624,42539
2016,6561,54235,0,0,0,0,0,0,43455,0,0,31795,26553,0,0,0,0,28824,27842,0,34509,34753,36112,0,0,0,0,31801,36176,0,35234
2016,6562,20340,29622,0,0,0,22743,20048,30033,18271,17560,22457,25399,0,24718,0,17760,21047,25094,22241,23841,22245,25420,0,24186,0,18045,20957,25195,22104,23513
2016,6563,23644,24570,0,0,0,21335,24589,25165,0,22628,21977,23697,0,35167,0,21298,21697,21629,19467,23446,22307,23799,0,35142,0,21321,22125,22764,19486,23289
2016,6564,0,0,0,0,0,0,0,0,0,0,13474,0,0,0,0,4830,0,0,0,0,20060,0,0,0,0,4830,0,0,0,29920
2016,6611,24167,25740,0,26899,0,22518,23904,25787,26860,24207,23612,23947,0,25988,0,22970,23413,24189,23840,24111,23721,24261,21247,26099,0,22951,23530,24418,23941,24127
2016,6621,27483,25661,0,0,0,26630,27727,26008,47571,27633,25351,12536,0,0,0,27948,24656,23651,0,26511,26727,25645,0,23619,0,26662,26659,25641,47245,27028
2016,6622,32344,33294,0,44603,0,31101,31826,32894,33313,33757,28570,30830,0,32386,0,27973,28118,30393,29606,29545,30275,32544,0,32528,0,29159,29864,32185,30933,31144
2016,6623,39194,45867,0,59156,0,33533,34382,45839,43352,40832,26824,34195,0,29046,0,24126,25196,32490,29497,30950,31648,38345,0,40936,0,24819,27088,37963,30012,34272
2016,6711,24363,27444,0,28194,0,25319,23096,27512,28292,24884,23559,23660,0,23472,0,23299,22770,24219,28285,25171,23756,24355,0,23960,0,23827,22859,24795,28287,25093
2016,6721,35203,0,0,0,0,39728,35113,30287,0,34923,37288,0,0,0,0,0,28224,37349,0,44140,37185,42381,0,0,0,39789,33723,37275,0,38974
2016,6722,45255,43254,0,0,0,36694,45495,45572,57357,44765,27352,37534,0,0,0,24031,27009,34927,25249,26461,38398,42164,0,0,0,29523,37824,42939,50199,41039
2016,6731,32563,33722,0,36844,0,31332,32192,33767,33555,34233,27176,31303,0,22952,0,25628,27762,30225,29747,27789,28964,33028,39534,29985,0,27030,29218,31984,31325,29695
2016,6732,32026,30266,0,0,0,32353,31637,30316,38185,32348,29033,0,0,0,0,30118,28269,29610,41152,28183,31571,30290,0,0,0,32008,30895,30226,38302,30687
2016,6733,46789,47233,0,49322,37671,41314,45897,46504,49059,50058,39192,37171,0,54758,0,32038,40559,38870,38938,41621,45124,45176,0,49736,37715,39556,44748,44952,48017,48538
2016,6741,31467,26497,0,0,0,33548,35385,26001,32128,31607,30349,19368,0,0,0,31198,30741,23173,30261,32726,30829,22707,0,27505,0,32018,31137,24004,30620,32711
2016,6742,35539,38765,0,27475,0,35028,34487,38720,33638,36677,33392,44932,0,0,0,36441,30601,39827,29844,38804,35067,39501,0,35082,0,35065,33626,38905,32062,37527
2016,7201,74393,79621,0,0,0,71751,65929,66635,82083,74041,50315,0,0,0,0,0,49446,62749,0,56299,73447,64748,0,0,0,71438,64445,65717,82061,73886
2016,7202,85310,78193,0,83825,0,69637,57012,79620,96189,89703,71514,82389,0,0,0,0,41835,82346,0,81541,83819,79130,0,86092,0,70016,56869,80267,96062,88350
2016,7203,89444,83263,0,0,0,56154,86074,63991,92996,85821,51958,0,0,0,0,0,0,0,0,0,89140,84157,0,0,0,56154,82931,83301,93047,83085
2016,7204,47741,52456,0,0,0,42389,40617,51118,59949,47738,41592,0,0,0,0,0,29363,0,0,0,47465,52456,0,0,0,43892,40164,51118,59923,47695
2016,7205,53202,52222,0,39451,0,48123,49624,50766,64956,60742,39124,38963,0,0,0,45087,38780,36431,0,45027,52424,50711,0,38766,0,48046,49119,46129,64934,58095
2016,7231,58881,54342,0,61540,0,52939,54039,57435,62201,60466,45939,48009,0,0,0,34389,40340,51213,51272,47722,58226,54045,0,58313,0,51198,53608,56407,62070,59982
2016,7232,67844,68910,0,0,0,54733,54227,69783,74517,71018,41841,0,0,0,0,0,42645,0,0,39297,67406,68679,0,0,0,53562,52861,69057,74469,70944
2016,7233,63319,63685,0,0,0,54680,44197,58349,71886,61315,32958,0,0,0,0,0,0,0,0,0,62848,52850,0,0,0,54480,43485,54239,71981,60879
2016,7234,87275,0,0,0,0,0,51676,0,89296,101730,0,0,0,0,0,0,0,0,0,0,87151,0,0,0,0,0,53587,0,89296,108550
2016,7235,56502,85539,0,0,0,44697,54511,68492,60015,60155,0,0,0,0,0,0,0,0,0,0,56641,85818,0,0,0,44795,54643,77448,60015,60519
2016,7236,77977,68353,0,0,0,63097,67696,70994,86261,80495,35327,0,0,0,0,0,0,0,0,0,77619,68383,0,0,0,63097,67342,69015,86176,77733
2016,7237,51123,48081,0,44560,0,47884,49475,48250,54583,52036,39689,0,0,0,0,36560,39796,37027,41352,41854,50501,47924,0,44176,0,47224,48936,47971,54306,51550
2016,7241,62732,58942,0,62961,0,41805,34337,59536,68809,65242,49035,0,0,0,0,0,0,0,56399,56869,62576,55799,0,62961,0,38854,34360,59307,68701,65172
2016,7242,86570,86578,0,75947,0,0,57147,86108,86294,89469,64985,0,0,0,0,0,44247,0,64841,71149,86367,86472,0,76171,0,0,57104,86146,86264,89108
2016,7243,106590,104174,0,0,0,0,62493,103442,108655,107816,89495,0,0,0,0,0,0,0,0,89495,105261,104174,0,0,0,0,62493,103442,108655,106301
2016,7244,98895,92983,0,0,0,59788,63179,95776,107252,95370,71560,0,0,0,0,0,0,0,0,0,98744,92983,0,0,0,59788,64777,93537,107119,95173
2016,7245,57650,46741,0,0,0,60290,56683,48017,61346,61481,50667,0,0,0,0,0,53295,0,0,54298,57309,47918,0,0,0,57701,56648,48060,60965,60780
2016,7246,62785,67096,0,88157,0,55625,60742,66531,56799,67095,65633,72001,0,0,0,0,59342,74516,0,65614,62940,67340,0,85680,0,54865,60652,68623,57046,66872
2016,7247,54566,0,0,0,0,0,38220,0,0,68896,0,0,0,0,0,0,0,0,0,0,53334,0,0,0,0,0,37291,0,0,68896
2016,7251,59635,50730,0,0,0,41320,39353,51112,65438,61563,45670,0,0,0,0,0,40023,0,50662,57944,59409,49037,0,0,0,41314,39430,51105,65360,61415
2016,7252,80183,73396,0,0,0,60396,54297,68000,85573,79769,0,0,0,0,0,0,0,0,0,0,79900,73396,0,0,0,60396,53961,68000,85362,79337
2016,7253,48906,48905,0,0,0,67761,74501,43908,46607,50366,67686,0,0,0,0,0,0,0,0,0,48947,67597,0,0,0,61695,74262,48959,46487,50331
2016,7271,43247,39671,0,39120,0,41385,38699,39854,51310,44985,29663,28240,0,0,0,33062,29548,28240,33963,25730,43005,39465,0,39120,0,41167,38584,39735,51190,44850
2016,7272,39137,32273,0,38497,0,38471,37997,34743,44991,39740,35296,0,0,0,0,0,25602,0,0,35258,39001,33804,0,38497,0,38642,37390,34986,45455,39281
2016,7281,50387,45339,0,0,0,52816,43994,44056,55263,49614,0,0,0,0,0,0,0,0,0,0,50231,45369,0,0,0,52840,43931,44082,55263,49614
2016,7282,62975,0,0,0,0,68028,55071,72343,62689,55344,0,0,0,0,0,0,0,0,0,0,62954,0,0,0,0,68028,55129,72343,62689,55344
2016,7283,35233,28657,0,0,0,36419,32022,31044,39992,40054,0,0,0,0,0,0,0,0,0,0,35080,28657,0,0,0,36504,30466,30991,39992,40054
2016,7284,39291,47022,0,0,0,37183,36295,42062,48603,37930,42796,0,0,0,0,43505,26814,0,0,0,39405,59168,0,0,0,37497,36225,45688,48611,37896
2016,7291,43664,35338,0,0,0,44352,43412,34944,45254,43206,43181,0,0,0,0,0,0,0,0,0,43651,35455,0,0,0,44432,43330,35536,45145,43108
2016,7292,48058,46132,0,0,0,40614,45974,45255,58916,44689,33652,0,0,0,0,0,0,0,0,0,46888,46146,0,0,0,40258,45239,45255,57896,41210
2016,7293,51383,0,0,0,0,38034,39121,79528,78114,55930,31720,0,0,0,0,0,0,0,0,0,51119,0,0,0,0,38152,37883,70010,78114,56046
2016,7294,31949,25665,0,30337,0,32586,30901,24433,42999,30231,27991,36952,0,0,0,29662,27506,30013,26489,30965,31295,29964,0,29378,0,32196,30636,28523,40727,30309
2016,7295,31478,24911,0,0,0,31246,32331,24886,33984,29170,33553,0,0,0,0,0,34283,0,0,0,31488,24877,0,0,0,29894,32535,24870,33984,29338
2016,7301,73426,72012,0,78248,0,57961,64073,70061,79059,78013,51817,0,0,0,0,0,49510,0,0,38838,72383,72091,0,78248,0,57937,62156,71721,78982,77094
2016,7302,77370,73585,0,82460,0,76362,74217,73904,84672,79828,61734,80589,0,0,0,0,51051,80224,53703,59937,76892,74059,0,82460,0,75896,73597,74209,84093,79237
2016,7303,64215,67149,0,0,0,62293,62293,65100,73940,64948,46170,58896,0,0,0,0,44025,54395,0,47801,59361,60323,0,0,0,60687,57641,59102,73940,60478
2016,7304,88626,84264,0,0,0,0,87327,82388,78780,95690,77387,0,0,0,0,0,0,0,0,0,87097,82149,0,0,0,105972,87358,77583,78780,95444
2016,7305,71900,83513,0,89640,0,58544,73197,83298,71782,72728,54127,90688,0,0,0,44666,50072,78666,0,60064,68702,83585,0,76010,0,54200,64896,83133,70977,69087
2016,7311,75609,77972,0,68575,0,62004,56655,77379,79686,78280,50483,0,0,0,0,0,43973,0,80321,49675,75354,77212,0,68312,0,61226,56056,77019,79717,78069
2016,7312,66690,76071,0,0,0,49691,53087,73894,67756,72754,45042,0,0,0,0,0,0,0,0,0,66478,75510,0,0,0,49691,53026,70893,67792,72588
2016,7313,64122,67591,0,84272,0,43465,43570,65397,69176,63902,55303,0,0,0,0,0,55457,0,0,50232,63884,67613,0,84272,0,44511,45544,65408,69229,63687
2016,7314,73918,82460,0,0,0,0,71480,83564,72880,77479,0,0,0,0,0,0,0,0,0,0,74095,82460,0,0,0,0,71480,83564,72651,77482
2016,7315,76232,87175,0,90334,0,54241,70440,84664,72019,78449,58664,0,0,0,0,0,47044,75095,0,55010,75569,87107,0,90381,0,54207,69076,83873,71939,77725
2016,7316,59999,84741,0,0,0,47430,47730,64721,67678,63183,48203,0,0,0,0,0,0,0,0,0,58859,64763,0,0,0,47562,45567,55232,67678,62182
2016,7318,108478,108308,0,0,0,60336,85033,110590,113130,108357,0,0,0,0,0,0,0,0,0,0,108478,108308,0,0,0,60336,85033,110590,113130,108357
2016,7321,52868,52394,0,58551,0,40297,35274,53396,57021,56419,43029,44555,0,0,0,37498,42560,43365,30079,46056,52665,50863,0,56528,0,39899,35627,52487,56937,56297
2016,7322,49249,45972,0,0,0,42831,43880,45853,52012,52361,44422,0,0,0,0,41218,43240,0,0,50103,49147,45972,0,0,0,42435,43869,45853,51830,52306
2016,7331,46975,0,0,0,0,0,37344,52674,47125,52182,0,0,0,0,0,0,0,0,0,0,47242,0,0,0,0,0,40505,52674,47125,53789
2016,7332,41305,37769,0,0,0,27338,40287,39068,43303,44732,0,0,0,0,0,0,0,0,0,0,41083,37854,0,0,0,27338,39755,39138,43303,43629
2016,7333,65927,69210,0,0,0,55018,52356,63817,66293,77299,39494,0,0,0,0,0,0,0,0,0,65605,69209,0,0,0,54797,52268,63816,66293,77115
2016,7334,54458,0,0,0,0,51683,44420,0,56793,54471,0,0,0,0,0,0,0,0,0,0,54332,0,0,0,0,51683,44420,0,56701,53755
2016,7335,40609,0,0,0,0,33530,39202,0,39739,45250,0,0,0,0,0,0,0,0,0,0,40631,0,0,0,0,33530,39118,0,39739,48445
2016,7361,118191,120206,0,0,0,123432,119623,116655,117264,117723,105355,0,0,0,0,0,0,0,0,0,117737,119830,0,0,0,123558,118614,116574,117080,117452
2016,7362,87063,88211,0,0,0,94696,86145,85886,85706,87437,78307,0,0,0,0,0,0,0,0,67040,86451,88144,0,0,0,94696,85261,87129,84402,86338
2016,7371,69444,88237,0,0,0,58858,59874,74606,86260,71182,59099,0,0,0,0,0,59071,0,0,0,68801,88162,0,0,0,58792,59849,73045,86260,69701
2016,7372,68442,0,0,0,0,80785,66141,0,73267,71998,0,0,0,0,0,0,0,0,0,0,68442,0,0,0,0,80785,66141,0,73267,71998
2016,7373,57098,0,0,0,0,0,60216,0,57268,55561,0,0,0,0,0,0,0,0,0,0,57098,0,0,0,0,0,60216,0,57268,55561
2016,7381,50918,52051,0,38141,0,48769,52007,51977,56885,48707,39659,42150,0,0,0,33790,39217,41887,38325,44057,49264,46709,0,38055,0,46748,50482,46221,55214,47665
2016,7384,47781,51303,0,0,0,36054,43158,48826,51650,54462,30008,0,0,0,0,28267,0,22334,0,32350,46817,43410,0,0,0,33734,43018,37790,51499,52598
2016,7441,40883,37075,0,40086,0,39305,39424,36846,46753,42608,36643,38845,0,0,0,32367,35619,40476,0,45878,40662,37801,0,40086,0,39000,39127,37025,46705,42632
2016,7442,71701,79438,0,0,0,71511,67743,72790,80384,75556,54866,0,0,0,0,0,0,0,0,0,70728,73158,0,0,0,65240,67624,67361,75008,74515
2016,7444,49699,49683,0,52844,0,42992,43993,51486,45327,57896,41472,0,0,0,0,0,0,0,0,0,49233,49788,0,52844,0,43268,43813,49799,41489,57600
2016,7445,43634,46094,0,0,0,37085,41905,40002,56492,47813,34728,0,0,0,0,0,31695,0,0,39054,42884,47945,0,0,0,36413,41846,40057,56282,46638
2016,7451,48849,0,0,0,0,56071,50998,0,0,0,0,0,0,0,0,0,0,0,0,0,49256,0,0,0,0,56071,51116,0,0,0
2016,7452,42734,41512,0,43776,0,43211,42955,41915,42780,41777,35853,33546,0,37124,0,34632,36711,32787,36727,37511,41644,39452,0,38748,0,41680,42147,39165,41767,40705
2016,7511,48857,30040,23212,29965,32984,50078,49367,30043,53006,47740,39762,48712,0,0,0,35871,41845,37582,45085,37562,48607,30064,23212,29998,32920,49761,49169,30060,52907,47468
2016,7512,70048,73134,0,80203,0,63963,69756,73574,69221,70332,55604,68361,0,0,0,45774,57024,64900,32201,55883,67794,72890,0,78467,0,58205,67814,72925,65035,67461
2016,7513,14978,13481,12015,13324,0,14309,15748,13371,18019,15010,20837,20115,0,0,0,17273,23333,11210,16137,22886,15082,13495,12015,13088,0,14464,16296,13315,17961,15174
2016,7514,37693,31070,0,27603,0,36615,39066,30790,40494,36548,29128,40173,0,0,0,26221,30438,41224,29867,28406,37060,31660,0,27611,0,35694,38075,31062,40245,35387
2016,7521,63056,61907,0,0,0,63756,62873,61700,63062,63081,46838,0,0,0,0,0,39756,0,46795,53096,62759,65633,0,0,0,63632,62525,62731,62691,62416
2016,7522,58129,54229,0,0,0,58581,57888,59515,56446,59343,51808,0,0,0,0,0,59916,0,0,50840,58028,54076,0,0,0,58719,57922,59338,56369,58214
2016,7531,72659,73368,0,0,0,68834,71273,75277,68864,78807,80687,0,0,0,0,0,0,0,0,0,72914,75270,0,0,0,68834,71361,75426,68864,78726
2016,7532,57622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49611,0,0,0,0,0,49502,0,0,0
2016,7533,57298,0,0,0,0,0,53494,0,0,58363,0,0,0,0,0,0,0,0,0,0,57567,0,0,0,0,0,57165,0,0,58237
2016,7534,44367,50108,0,0,0,39742,46162,48303,54891,42273,34802,0,0,0,0,0,36134,29341,0,26016,43831,48383,0,0,0,39373,44937,47667,55925,40473
2016,7535,34760,37360,0,0,0,37037,32769,37229,42809,34356,30707,0,0,0,0,0,0,0,0,0,34712,37266,0,0,0,36895,32793,37135,42809,34444
2016,7611,45846,39369,0,41283,0,51032,43440,39359,54116,44053,33152,0,0,0,0,31199,36673,37693,31583,28164,45377,39330,0,41374,0,50257,43157,39317,53816,43611
2016,7612,44491,39848,0,0,0,46100,37462,39927,74425,54822,32512,0,0,0,0,26492,35892,0,0,0,40427,42793,0,0,0,37476,36976,42886,70951,52253
2016,7621,57781,57516,0,0,0,55447,58379,57574,55823,57779,42123,0,0,0,0,29657,46409,0,0,49221,57346,56427,0,0,0,53540,58100,57469,55731,56942
2016,7622,55621,0,0,0,0,43922,58197,0,73978,53916,0,0,0,0,0,0,0,0,0,0,55649,0,0,0,0,43922,58143,0,73978,53874
2016,8211,75189,0,0,0,0,88847,63450,89511,72011,75085,45773,0,0,0,0,0,0,68045,0,0,74618,58548,0,0,0,82638,63450,89090,72011,74911
2016,8221,119677,108434,0,0,0,89493,113804,115521,127507,124788,84882,0,0,0,0,0,0,0,0,0,119205,108292,0,0,0,89493,113804,108448,127267,124498
2016,8222,92634,0,0,0,0,0,89489,87106,93327,103598,0,0,0,0,0,0,0,0,0,0,92327,69958,0,0,0,0,89273,87407,93327,103551
2016,8231,104951,106558,0,0,0,108024,102201,118759,102176,107328,73473,0,0,0,0,0,0,0,0,0,104631,103135,0,0,0,108024,101710,118319,102176,107129
2016,8232,59482,0,0,0,0,50137,57299,0,64808,67230,30648,0,0,0,0,0,0,0,0,0,57924,0,0,0,0,48877,55971,0,64808,61954
2016,8241,62008,0,0,0,0,66342,61192,0,61206,57003,0,0,0,0,0,0,0,0,0,0,61271,0,0,0,0,66261,60307,0,61206,47266
2016,8252,37753,50566,0,0,0,22270,38102,51412,14997,45824,28030,25071,0,0,0,20412,31860,33066,38712,27782,34873,34749,0,51264,0,22203,36903,35926,23382,37534
2016,8255,44130,48479,0,63200,0,40454,43006,48980,48414,45797,39032,70690,0,0,0,34082,39923,53630,0,35961,43643,48805,0,63082,0,40306,42787,49069,42835,44625
2016,8261,55365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55365,0,0,0,0,0,0,0,0,0
2016,8262,40469,0,0,0,0,0,51120,0,0,0,0,0,0,0,0,0,0,0,0,0,38645,0,0,0,0,0,47616,0,0,0
2016,8411,79314,0,0,0,0,70106,65683,0,100983,94138,0,0,0,0,0,0,0,0,0,0,79104,0,0,0,0,74796,64700,0,101246,94926
2016,8412,80310,0,0,0,0,0,0,0,0,83803,0,0,0,0,0,0,0,0,0,0,78158,0,0,0,0,0,0,0,0,83803
2016,8421,39655,0,0,0,0,34263,41994,0,36574,43637,0,0,0,0,0,0,0,0,0,0,39653,0,0,0,0,34247,41994,0,36574,43637
2016,8422,53260,0,0,0,0,0,50887,0,0,62552,0,0,0,0,0,0,0,0,0,0,49131,0,0,0,0,0,50752,0,0,60918
2016,8431,31899,42050,0,0,0,27986,32738,38295,35685,34866,22601,23067,0,0,0,15661,26578,23067,11987,23369,28607,28830,0,0,0,24019,30832,28853,31164,30534
2016,8432,35025,38020,0,0,0,37400,33116,38074,29344,33986,24084,0,0,0,0,23211,24936,33714,0,23812,28458,34837,0,0,0,27553,28639,34977,28495,25646
2016,8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8442,34378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34378,0,0,0,0,0,0,0,0,0
2016,8611,36073,0,0,0,0,38103,32466,0,0,0,31496,0,0,0,0,33883,31534,30561,0,23684,33344,31811,0,0,0,36561,31590,31755,0,23758
2016,8612,35944,36612,0,0,0,32798,35321,41479,35311,41330,30541,49451,0,0,0,29126,29991,49135,27675,32169,35539,37222,0,0,0,32440,35012,42091,34002,40314
2016,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8614,73812,0,0,0,0,55475,68357,0,82170,86573,0,0,0,0,0,0,0,0,0,0,72648,0,0,0,0,55384,66550,0,82170,86719
2016,8615,61681,0,0,0,0,74823,61537,0,0,0,0,0,0,0,0,0,0,0,0,0,61681,0,0,0,0,74823,61537,0,0,0
2016,8616,36607,0,0,0,0,34871,33652,0,0,36850,44713,0,0,0,0,0,0,0,0,0,37296,0,0,0,0,34965,33637,0,0,54803
2016,9211,75249,87665,0,0,0,61219,76076,83674,87639,78513,48073,0,0,0,0,0,43247,0,0,53765,73983,87918,0,0,0,58785,75229,83643,87430,75667
2016,9212,99998,99982,0,102095,0,64848,85085,98877,110331,113422,74536,83300,0,0,0,52964,57333,89639,50450,74953,94813,95118,0,101893,0,57825,78717,94972,109791,107595
2016,9213,64883,70039,0,68395,0,61486,60635,70164,50664,75676,48194,53729,0,53366,0,43646,44108,55060,0,57685,60270,59095,0,60872,0,53040,58016,61658,58732,69843
2016,9214,63447,56591,0,0,0,54399,64588,61465,69873,65630,45638,0,0,0,0,45639,47975,41893,0,43873,60431,51407,0,59927,0,52565,62395,56633,68695,62118
2016,9215,69934,104455,0,0,0,59682,74649,78956,63996,67013,68626,0,0,0,0,0,70973,0,0,0,69772,81268,0,0,0,59189,74296,78928,63902,67335
2016,9217,55295,0,0,0,0,49739,50297,0,0,0,39793,0,0,0,0,39817,40591,0,0,39552,45324,37308,0,0,0,46886,46200,37181,0,43416
2016,9221,86058,96407,0,74089,0,78068,83220,92259,91849,87161,56888,75517,0,0,0,57376,56994,72687,52711,54846,81684,94691,0,76413,0,73044,79562,89431,86184,82430
2016,9222,63333,60176,0,52004,0,50264,66685,57339,76931,59541,50126,71381,0,0,0,0,50003,71335,0,44909,59775,60579,0,52071,0,49996,63781,60548,76931,58326
2016,9223,70227,74446,0,0,0,46184,65815,74441,63175,83199,54138,0,0,0,0,58558,0,0,0,0,63317,74252,0,0,0,56079,58349,71995,63175,80966
2016,9224,55103,59461,0,0,0,53726,53402,61644,57346,49098,37921,0,0,0,0,0,34512,0,0,0,53115,56326,0,0,0,53568,52535,57012,57444,49075
2016,9226,72849,71722,0,0,0,72944,68161,72150,79747,72517,53074,0,0,0,0,0,50697,61359,0,0,70962,68796,0,0,0,63085,66100,70797,79688,74280
2016,9227,59848,70917,0,0,0,53602,53688,65771,63880,75562,44470,42972,0,0,0,38353,40920,42972,0,59894,55496,59000,0,0,0,51468,52218,57599,63592,72499
2016,9231,87818,96925,0,0,0,0,80297,105754,0,95375,0,0,0,0,0,0,0,0,0,0,87060,97209,0,0,0,0,78511,109576,90959,95375
2016,9232,98428,81352,0,65500,0,0,72619,72958,107246,116738,64648,94127,0,0,0,0,49767,78666,0,66265,94289,82351,0,65329,0,0,70357,74885,107025,112527
2016,9235,62056,35763,0,0,0,0,62787,35788,75923,67257,39394,0,0,0,0,0,42332,0,0,0,59003,41757,0,0,0,0,59186,35646,72125,65652
2016,9241,103122,122079,0,105013,0,62195,80814,116095,92737,109721,99853,112648,0,132360,0,0,58740,111421,109367,100679,102811,118330,0,105086,0,61676,79648,113965,94979,109382
2016,9243,69275,74483,0,71988,0,54193,65658,74538,69461,71431,64600,67961,0,0,0,0,57966,66729,46699,67132,68746,73008,0,68942,0,49417,64913,72861,69415,70273
2016,9411,64276,65950,0,0,0,54967,64385,59721,68688,67830,51316,0,0,0,0,42016,52292,0,0,61085,62435,65743,0,0,0,53056,62824,58552,68052,66989
